"delta","eta","t1","t2","t","t2opt","t2opt_true","t_true","a2true","a1true","y1","y2","cen","x1","x2","a1","a2"
1,1,1232.49995512132,85.0822014752276,1329.8669548493,97.3669997279807,93.6997420117609,870.475792632317,0,0,1232.49995512132,85.0822014752276,1650.60110233434,0.670057071775664,1.13026104788296,0,1
1,0,332.73674464618,103.654847366126,439.912651665793,107.175907019613,90.8692867053214,722.300779604722,0,1,439.912651665793,0,1108.22781107854,0.36488328878535,1.33319025808014,1,1
1,1,485.740067995952,77.3372005436959,565.647054684509,79.9069866885577,89.1737448015261,699.476801297822,0,1,485.740067995952,77.3372005436959,685.810634260864,0.300665257726796,1.33462359383702,1,1
1,1,1160.86678282094,108.338311531393,1269.20509435233,108.338311531393,141.44702012966,1133.80924872705,1,0,1160.86678282094,108.338311531393,2473.23361610264,1.04762608448509,1.67204675697722,1,1
0,0,581.786955810607,64.470898274534,646.257854085141,64.470898274534,86.8933050450542,652.356095234051,0,1,593.103686883114,0,593.103686883114,0.161181142341811,1.38775548180565,0,0
1,1,509.44022372955,143.163038774092,665.03658560192,155.596361872369,128.747110951746,1108.46788748742,1,0,509.44022372955,143.163038774092,1745.29290506275,1.01533437042497,1.56656223619357,0,0
1,0,848.26188066775,59.3290705375275,918.139458287438,69.8775776196878,110.776570545367,1339.39404982441,0,0,918.139458287438,0,1033.53218000848,1.28567512721056,1.07270918872673,1,1
1,1,927.407128792634,182.479971419216,1121.82435385863,194.417225065993,121.428465652508,1041.61301061502,1,0,927.407128792634,182.479971419216,2203.97749264762,0.926465374808758,1.52673214611132,1,0
1,0,512.73591503553,130.89387779513,643.62979283066,130.89387779513,124.084226156586,722.181655564405,1,1,643.62979283066,0,1307.005567546,0.364553415502887,1.76449319196399,1,1
1,1,458.901876273991,188.324316670865,712.09824231757,253.19636604358,148.366875129277,718.247410961247,1,1,458.901876273991,188.324316670865,1609.81368533564,0.353628186408896,1.99199954560027,1,0
1,0,331.136158362173,196.395978877863,527.532137240036,196.395978877863,138.066798694755,656.699939364587,1,1,527.532137240036,0,1856.1492574634,0.174454401726834,1.96925162004773,0,1
1,1,1177.46543795095,145.236949859353,1322.7023878103,145.236949859353,121.44454261715,1179.38970764528,1,0,1177.46543795095,145.236949859353,1876.20569566955,1.10393198108068,1.46034765611403,1,1
0,0,2089.29632302699,111.625754992047,2200.92207801903,111.625754992047,104.837396905193,1251.52549684817,0,0,623.558482620865,0,623.558482620865,1.18874069099315,0.985961138783023,1,0
0,0,1645.40655458304,224.759299347913,1870.16585393095,224.759299347913,150.13204595491,1137.21875655278,1,0,1375.35409301054,0,1375.35409301054,1.05191553323995,1.74492569155991,1,1
0,0,508.783028743644,136.20778265816,682.951501598378,174.168472854734,145.718597091305,806.55499455569,1,0,157.386025926098,0,157.386025926098,0.561102977711707,1.8916830641916,0,0
1,1,942.43744084028,127.615618386937,1070.05305922722,127.615618386937,102.332528482562,1087.92630026242,0,0,942.43744084028,127.615618386937,2884.38450098851,0.988612409131601,1.10547957052477,1,0
1,0,920.96882319481,75.8376752639983,1015.6903069315,94.7214837366934,99.2437565073325,1125.10867385363,0,0,1015.6903069315,0,1855.30611951835,1.03662129850592,0.955308737698942,1,1
1,1,467.782466275318,203.883344447279,671.665810722597,203.883344447279,138.539363860604,802.123438577625,1,0,467.782466275318,203.883344447279,2158.29198777087,0.55323215637356,1.83148106741719,0,1
1,1,987.749262954779,89.0416003528035,1079.25261792819,91.5033549734093,106.603217503401,1011.75935232006,0,0,987.749262954779,89.0416003528035,1691.66298844825,0.884922896313947,1.34545608446933,1,1
1,1,822.662015912108,118.302453700597,944.198411938287,121.536396026178,117.170215185909,1260.86711786098,0,0,822.662015912108,118.302453700597,2820.558402176,1.19936421718681,1.34606147683226,1,1
1,1,642.85935280577,116.938363309901,787.199159195752,144.339806389983,149.119705881837,971.131187505421,1,0,642.85935280577,116.938363309901,1162.33207453706,0.826373663903214,1.82104659925681,1,0
1,1,887.279728826258,97.9476098891098,985.227338715368,97.9476098891098,107.928991813799,808.788897020722,1,0,887.279728826258,97.9476098891098,2501.4467026369,0.565054199846927,1.51494658465963,0,1
1,1,321.623374732812,135.328765682762,456.952140415575,135.328765682762,127.090179539116,762.03358438353,1,1,321.623374732812,135.328765682762,2206.33004561686,0.471981257419102,1.75412816544995,0,1
1,1,1056.93813648618,120.784843899367,1184.02324781245,127.085111326273,111.898318692604,901.943760126946,1,0,1056.93813648618,120.784843899367,1445.69710325527,0.720788811324164,1.50169243339915,0,0
1,1,609.066919512503,81.7154816333007,700.839873148086,91.7729536355834,105.440343878665,656.798851653144,1,1,609.066919512503,81.7154816333007,804.089022144131,0.174755619480275,1.63214830784127,0,0
1,0,467.914921666146,67.5746269773157,540.620127987004,72.7052063208584,98.7364641159826,660.023917923479,1,1,540.620127987004,0,886.401382996701,0.184552147283684,1.54636084744707,1,0
1,0,858.887039922551,171.397912029192,1030.28495195174,171.397912029192,138.304668002889,765.880099561409,1,1,1030.28495195174,0,1999.97905648779,0.482051259002183,1.85605451641604,1,1
0,0,489.346851513224,135.035177404975,638.941396712708,149.594545199484,108.482651153469,714.275217305609,1,1,486.415700241923,0,486.415700241923,0.342536692961585,1.60478656888008,1,0
1,1,702.406928575349,121.254992765943,839.561126565717,137.154197990369,85.7325403912497,717.135073898068,0,1,702.406928575349,121.254992765943,1229.78895798207,0.350528420882765,1.15357976150699,1,1
1,1,769.97895831982,82.8029834229206,854.108307378334,84.1293490585144,98.4447994556636,765.18394382018,1,1,769.97895831982,82.8029834229206,1370.83400881192,0.480232508722693,1.43178278356791,0,0
1,0,697.798730546153,157.917993212065,855.716723758218,157.917993212065,104.003032513001,782.802252031637,1,0,855.716723758218,0,936.167034390382,0.518400160586461,1.48612501164898,0,1
1,0,600.480532036997,100.763313121968,706.944379424805,106.463847387807,85.6512202086627,668.812389102981,0,1,706.944379424805,0,1879.72960488405,0.211007171950769,1.28993773178663,0,1
0,0,580.40182543559,93.5866268787544,678.356945584257,97.9551201486677,91.9095493690142,745.183235670693,0,1,271.863222518004,0,271.863222518004,0.427260284116492,1.3087561638793,1,1
1,1,2121.66522611951,67.7629593021786,2195.96253130751,74.2973051879942,130.766658923481,1112.40586939291,1,0,2121.66522611951,67.7629593021786,2600.82000227267,1.02040056954138,1.58411791808903,0,0
1,1,2450.17240514398,58.3791980515599,2519.02391217989,68.8515070359054,103.501861264401,1145.23507713187,0,0,2450.17240514398,58.3791980515599,2557.00449707337,1.06195028922055,1.0700150300283,1,1
1,1,644.262389426104,131.865353931114,821.936140117169,177.673750691065,153.020243293643,751.824786087795,1,1,644.262389426104,131.865353931114,2505.72654342464,0.445006599156186,1.99633530250285,0,0
1,1,1395.94547780905,65.0034752675827,1468.56875409846,72.6232762894063,125.295846544382,938.635862525322,1,0,1395.94547780905,65.0034752675827,1567.97260248311,0.777753730227705,1.62168949274346,0,0
1,1,1045.19912141919,97.3646527294131,1158.37280032103,113.17367890184,150.586818268098,1243.32028431333,1,0,1045.19912141919,97.3646527294131,2033.48582957484,1.17934389817761,1.70092076747678,1,0
1,1,1320.11465148388,49.5253351430702,1380.99834952329,60.883698039411,107.802262339392,1334.66691447486,0,0,1320.11465148388,49.5253351430702,2475.2762182601,1.28062433919637,0.987037809821777,0,1
1,1,615.950002646376,79.4240002796514,711.965870096461,96.015867450085,86.5720302461313,781.496383309092,0,0,615.950002646376,79.4240002796514,1649.04111652572,0.516015031381976,1.02057425871026,0,1
1,0,1068.86944657703,130.248655421855,1199.11810199889,130.248655421855,110.434768485165,704.759940479071,1,1,1199.11810199889,0,1451.46887695882,0.315714469733648,1.63713834409136,1,1
1,1,802.449638294321,99.7135637922607,919.947562915661,117.49792462134,119.315358334039,710.024548568489,1,1,802.449638294321,99.7135637922607,1666.64426488828,0.33059908977244,1.72823791371193,0,0
1,0,563.075033583509,143.620529966858,739.972544248768,176.89751066526,140.544324078524,852.530264217798,1,0,739.972544248768,0,874.579480150715,0.640298155823257,1.81679183267988,1,0
1,1,481.339194633094,71.8995523515196,553.238746984614,71.8995523515196,96.1145210565407,714.396963837858,1,1,481.339194633094,71.8995523515196,2434.05841887745,0.342877559212502,1.45334642550442,1,1
1,1,1225.2118405929,86.6341815163223,1312.19323367981,86.9813930869055,114.002635267191,1122.05578708447,1,0,1225.2118405929,86.6341815163223,2690.73678967973,1.03273972279392,1.40799955958501,1,0
1,1,864.09017552959,83.3018118523141,969.712805264532,105.622629734942,132.191555263841,692.757833144056,1,1,864.09017552959,83.3018118523141,1997.35645954369,0.281360981992912,1.87480469036382,1,0
0,0,899.536007035209,88.577827699331,1007.01739467513,107.481387639925,126.425703867094,723.134357353723,1,1,328.344937553629,0,328.344937553629,0.367190076049883,1.78687223950401,1,0
0,0,2880.25478647337,117.971973344527,2998.2267598179,117.971973344527,137.177682008172,1315.28864928403,1,0,1047.37261531409,0,1047.37261531409,1.2597306081187,1.55419731505681,1,1
1,1,824.983069959358,54.1113037085129,888.567340119779,63.5842701604208,84.4102974144513,725.94337259297,0,1,824.983069959358,54.1113037085129,2029.05113830443,0.374944025198929,1.07735397960059,0,1
1,1,1079.64767281858,52.8300202691063,1146.27040726502,66.622734446437,89.9370786604019,906.27563722526,0,0,1079.64767281858,52.8300202691063,2504.39243797639,0.727633564458229,0.936067434982397,1,1
1,1,1473.46590242428,105.047661429034,1605.58831601897,132.122413594686,175.889215182466,1330.82176202354,1,0,1473.46590242428,105.047661429034,1825.28884629333,1.27650270942599,1.85862940603402,0,0
1,1,1071.63913707695,71.8464327853678,1143.54991369679,71.9107766198404,104.708670551207,935.122691254071,0,0,1071.63913707695,71.8464327853678,1450.19835593625,0.772396773246583,1.39820965253748,1,1
1,1,435.250812531923,130.219512908497,607.162015359035,171.911202827113,137.110323153278,661.135724492934,1,1,435.250812531923,130.219512908497,1576.22980381875,0.187918301671743,1.95551298719365,1,0
1,1,733.421903923683,91.5241048431596,824.946008766842,91.5241048431596,105.406804970317,741.127707831547,1,1,733.421903923683,91.5241048431596,2566.31812518981,0.416345911396202,1.54115427986253,0,1
1,1,853.987854034018,151.300946137779,1048.84048985459,194.852635820573,169.325156072462,1114.85986986804,1,0,853.987854034018,151.300946137779,1105.54132777204,1.02354856963968,1.90594536992721,1,0
1,1,694.432326515566,84.4465228253517,791.039807370867,96.6074808553016,94.8244862979921,894.636383420889,0,0,694.432326515566,84.4465228253517,925.234253650892,0.709167657450307,1.13092457652092,0,1
1,1,429.121233266198,76.1642408362444,514.953982800209,85.8327495340111,129.250547170186,977.102077547194,1,0,429.121233266198,76.1642408362444,1660.96846247034,0.835130181694403,1.63901711537037,1,0
1,1,742.751170038841,73.9704437279021,836.65175546645,93.9005854276088,79.633847144383,711.685698694451,0,1,742.751170038841,73.9704437279021,2460.64623707965,0.335272759066429,0.922857967112213,1,1
1,0,1129.8062834704,137.339920610758,1267.14620408116,137.339920610758,115.725070522177,1132.87787887253,1,0,1267.14620408116,0,1296.47476589307,1.0464520994015,1.42160208311398,1,1
1,0,570.72447268896,154.345710627816,725.070183316776,154.345710627816,88.5759589868609,652.034700892877,1,1,725.070183316776,0,1082.36977099441,0.160195565477479,1.41975225985516,0,1
1,1,936.573274128623,110.244479093338,1075.35634320366,138.783069075038,166.997879963602,1175.16739626952,1,0,936.573274128623,110.244479093338,2232.24764908433,1.09880840191618,1.86042324616574,1,0
0,0,874.157021932655,94.0232949222839,968.180316854939,94.0232949222839,93.846666057333,815.853073951405,0,0,864.825220825151,0,864.825220825151,0.577477546171285,1.2280632479582,0,0
0,0,959.212854526082,62.9001420851812,1022.90006129691,63.6872067708306,106.009883634263,917.650910158609,1,0,1002.54266578704,0,1002.54266578704,0.745452923057601,1.42487056835089,0,0
1,1,393.663801425161,102.185119288304,496.747870621034,103.084069195873,95.926900754571,746.916917605113,1,1,393.663801425161,102.185119288304,1632.61551650709,0.431907915070187,1.41751759552862,0,0
1,1,1680.41029327364,69.90744500705,1769.65184350546,89.2415502318202,95.8266499579062,1068.95807579328,0,0,1680.41029327364,69.90744500705,2699.37462130842,0.963485274431296,0.911650824127719,1,1
1,1,541.845610263519,129.30474849486,694.696172710399,152.85056244688,120.803544294463,718.744634153199,1,1,541.845610263519,129.30474849486,897.733962666936,0.355012253115419,1.73457743665203,0,0
1,1,393.82975810631,119.667490927849,535.736577168361,141.906819062052,121.573841723525,720.294373060113,1,1,393.82975810631,119.667490927849,1275.34055119804,0.359319959850982,1.7409073012881,1,0
1,1,297.088917584977,72.6897760883367,381.119258676351,84.0303410913741,85.8845161602702,735.082784463529,0,1,297.088917584977,72.6897760883367,2093.82365917124,0.399966249587014,1.11004561206792,0,1
0,0,1015.96283903164,144.289496599023,1169.12753971848,153.164700686838,93.4621573211527,778.888403732288,0,0,744.295995961875,0,744.295995961875,0.511239685441833,1.28061571400613,0,1
1,0,248.391944389126,95.3322866442004,344.58085284224,96.188908453114,102.008502694467,849.856761651578,1,0,344.58085284224,0,1669.22549218871,0.635811170828529,1.41789102288894,0,0
1,1,1245.42469705732,122.501109441594,1386.73311271678,141.308415659461,139.851603152422,1076.50894107967,1,0,1245.42469705732,122.501109441594,2926.86753663977,0.973540889234282,1.68564952022862,0,0
1,0,304.901079874522,140.124543634207,485.32675800605,180.425678131528,129.482438484257,642.355958038837,1,1,485.32675800605,0,626.122206426226,0.130285203624517,1.90557462587021,0,0
1,1,1212.05378005399,74.3767210741866,1306.28850713233,94.2347270783406,94.0466160246717,1012.47057912427,0,0,1212.05378005399,74.3767210741866,1334.12455293002,0.885926772719249,0.926708475616761,1,1
1,1,753.985033781891,81.5919677250643,849.933525473902,95.9484916920113,90.6668520218539,837.449142879793,0,0,753.985033781891,81.5919677250643,1875.38445693596,0.614800767051056,1.07583863956388,1,1
1,1,1369.95586504489,64.1602242469494,1443.55123680798,73.5953717630843,96.5939321594138,937.561147182141,0,0,1369.95586504489,64.1602242469494,3027.7040099565,0.776117113397922,1.12560263713822,1,1
1,1,1029.60851835016,135.630024626689,1166.94354046784,137.33502211768,123.757194915646,1316.560509078,1,0,1029.60851835016,135.630024626689,1711.3176285515,1.26111134279985,1.42498517206404,1,0
1,1,1241.46229397173,62.3179412856457,1309.28079583369,67.8185018619597,110.474068258671,1191.42878456052,0,0,1241.46229397173,62.3179412856457,1360.7541897394,1.11844075026456,1.23082863981836,0,1
0,0,1192.59707873681,63.7327201334652,1260.91564957058,68.3185708337674,103.535015579399,1002.64820794476,0,0,189.463651226833,0,189.463651226833,0.871999980860855,1.26103292002808,1,1
1,0,617.560180951764,115.675339556985,733.235520508749,115.675339556985,112.425866997238,858.5261095252,1,0,733.235520508749,0,1808.77140888479,0.650310132619925,1.53400125578046,0,1
1,1,941.627606925607,188.697436998534,1130.32504392414,188.697436998534,157.362343374353,1081.86977051469,1,0,941.627606925607,188.697436998534,1554.28064972074,0.980637274563778,1.83044985425659,1,1
0,0,385.572293941703,91.3830104127549,476.955304354458,91.3830104127549,102.843613604239,715.246723499068,1,1,448.190693370998,0,448.190693370998,0.345255102005322,1.53704123662319,0,1
1,0,1341.61369397544,130.649391221032,1472.26308519647,130.649391221032,112.729437929646,1225.24137337369,0,0,1472.26308519647,0,1718.04059178103,1.15841877579689,1.25821653439198,1,0
1,1,1189.95776874232,167.704675244988,1359.99837152146,170.040602779143,92.4068327799246,728.38826780952,0,1,1189.95776874232,167.704675244988,1534.56299073747,0.381668481854722,1.37233459730633,0,1
1,1,900.504845286667,86.6200669614151,992.616995423094,92.1121501364267,103.17640679439,983.47542149006,0,0,900.504845286667,86.6200669614151,2742.49379923469,0.844418066653889,1.27704930193722,0,1
1,1,926.731341234593,197.429230632633,1124.16057186723,197.429230632633,119.515505536587,1111.41386097194,1,0,926.731341234593,197.429230632633,1973.81913265697,1.01912604628596,1.47213537814096,1,1
1,0,310.428709896019,99.5689910972768,444.619712837348,134.191002941329,147.338134210881,705.41143926188,1,1,444.619712837348,0,1003.0571622774,0.317562468745746,1.99682679674588,1,0
1,0,614.215701169894,321.114260464581,953.211310717135,338.995609547241,124.279075251854,1137.88432466879,1,0,953.211310717135,0,1291.70126023237,1.05275137371616,1.50838028942235,1,0
1,1,2335.40316842544,173.424774945545,2548.48482632129,213.081657895854,170.078155202306,1342.72683363252,1,0,2335.40316842544,173.424774945545,2510.07821519441,1.28922539387131,1.81186306215823,1,0
1,1,746.649787623658,109.223738431424,873.421911354377,126.772123730719,116.618793501222,711.614787853801,1,1,746.649787623658,109.223738431424,2198.48448217589,0.335073473416269,1.69798549769912,0,0
1,0,1365.91951259474,67.15459440685,1440.3432348781,74.4237222833503,104.089564836135,1063.66495125742,0,0,1440.3432348781,0,1755.37235119846,0.956393892681226,1.19444520354737,1,1
1,1,251.165509663837,65.7373423173706,316.902851981208,65.7373423173706,83.9131914870788,715.559731713526,0,1,251.165509663837,65.7373423173706,1622.33970090499,0.346130155981518,1.08647927669808,0,0
1,1,427.061873573326,112.29128529957,575.45446875582,148.392595182493,148.240365267734,750.959165364588,1,1,427.061873573326,112.29128529957,2411.60537222538,0.442702553207055,1.95753035005182,1,0
1,1,1151.43391267417,160.208308454443,1347.91515941085,196.481246736681,161.38334871138,1196.17256432041,1,0,1151.43391267417,160.208308454443,2645.69461376892,1.12411744093057,1.808184187999,0,0
1,1,1001.56121543159,94.1293710685156,1124.01887660433,122.457661172741,146.718859418554,769.655590173401,1,1,1001.56121543159,94.1293710685156,1391.0069155555,0.491886258593295,1.92619044629391,1,0
0,0,2195.97654732106,121.808357518917,2333.89689643016,137.920349109103,129.490316454746,964.199987298138,1,0,960.725380969234,0,960.725380969234,0.816141041140072,1.64845473698806,1,0
0,0,1730.58092931974,121.977359988258,1883.04685407589,152.465924756149,166.586402278437,1199.83389336326,1,0,1817.20831098501,0,1817.20831098501,1.12848343428224,1.84621134642512,0,0
0,0,981.662567015429,153.321626728612,1134.98419374404,153.321626728612,132.397029439584,854.110091593986,1,0,646.134002855979,0,646.134002855979,0.642942997647915,1.7411528846249,1,1
1,1,1397.21552144046,74.2542367704801,1476.98686431932,79.7713428788561,112.576713292969,1222.70229789883,0,0,1397.21552144046,74.2542367704801,2502.24609124716,1.15545526644681,1.25666101754177,1,1
0,0,610.410481337702,150.112761612227,760.523242949929,150.112761612227,99.3542623621582,865.230759913847,0,0,756.273626117036,0,756.273626117036,0.661423208315391,1.33421636023559,1,0
1,0,399.786775978196,129.124349767468,567.648251106554,167.861475128358,137.238356048821,689.911650180749,1,1,567.648251106554,0,1269.739442016,0.273127092353534,1.92472638944164,1,0
1,1,570.696369511709,55.5300866352725,626.226456146981,55.5300866352725,94.7250613577968,654.785029565791,1,1,570.696369511709,55.5300866352725,827.231586514675,0.168613965259865,1.50049301884137,0,1
1,1,564.74833279184,151.026447916709,748.430408158305,183.682075366465,117.374593655079,634.992776309299,1,1,564.74833279184,151.026447916709,2192.72490991547,0.107227245874237,1.79150287727825,1,0
0,0,1164.9605229861,166.740148526774,1332.77907727192,167.818554285819,120.76596428685,1314.68531526849,0,0,778.244023374282,0,778.244023374282,1.25907515999395,1.38710648403503,1,1
1,1,740.504698378946,146.9162897485,913.98828662741,173.483588248464,121.498798864237,727.723037728574,1,1,740.504698378946,146.9162897485,1328.34058829395,0.379841066258959,1.73244007120375,0,0
1,1,1057.72177945426,99.5327785435227,1157.25455799778,99.5327785435227,134.531107926177,1179.14669097516,1,0,1057.72177945426,99.5327785435227,1775.6195831166,1.10363758946303,1.58838022644632,1,1
1,1,1252.27287567193,192.101112717701,1451.57388430351,199.301008631573,127.872316534006,1297.73541264071,1,0,1252.27287567193,192.101112717701,2335.49666180714,1.24053719163407,1.47358885186259,1,0
1,1,298.507102221803,160.707565696026,459.214667917829,160.707565696026,119.588470898195,657.023932340519,1,1,298.507102221803,160.707565696026,1999.25586980916,0.175440889038146,1.78928021623287,1,1
1,0,445.884226036914,215.705720631439,703.815932359879,257.931706322964,125.576498161315,743.557284120724,1,1,703.815932359879,0,1023.83574703708,0.422891618993599,1.75755954284687,1,0
0,0,871.770960968788,93.9377392116528,980.320723580202,108.549762611414,143.718436591583,1139.76640581734,1,0,743.641434563324,0,743.641434563324,1.05511230459204,1.68915299081709,1,0
0,0,1253.11736154983,106.191386020768,1359.3087475706,106.191386020768,109.440410876459,940.843512452085,1,0,200.247340160422,0,200.247340160422,0.781109752221964,1.45130910319276,1,1
1,1,562.818731052218,120.868256261633,698.037095457319,135.218364405101,114.323459065998,759.413774265152,1,1,562.818731052218,120.868256261633,1109.15842045692,0.465093571972102,1.62437964915298,0,0
1,1,255.429000559447,110.635422082345,373.703055806129,118.274055246681,98.2203087773047,665.574566105653,1,1,255.429000559447,110.635422082345,1727.24156953692,0.201301353592426,1.53352824782487,1,0
1,1,1101.06203967523,61.0667338247765,1173.97017368852,72.908134013288,91.6149122093115,876.420140840452,0,0,1101.06203967523,61.0667338247765,1302.34240774814,0.679779412557837,1.04553410569206,1,1
1,1,1252.97750200113,69.3353317739387,1335.59102858311,82.6135265819842,136.630643502416,903.406561968167,1,0,1252.97750200113,69.3353317739387,2116.85013652747,0.723103838327806,1.75043762582354,1,0
1,1,782.511096047611,122.62460989284,943.091690837214,160.580594789603,148.391062942456,770.703115436415,1,1,782.511096047611,122.62460989284,2674.52364947684,0.494606470244471,1.93933645635843,0,0
1,1,392.649034145773,53.0065199466402,445.655554092414,53.0065199466402,76.2472624683208,668.501196742296,0,1,392.649034145773,53.0065199466402,2233.96995185457,0.210076373461634,0.903195335832425,0,0
0,1,761.753190306694,239.984504805344,1001.73769511204,239.984504805344,162.342919052385,941.625878103504,1,0,761.753190306694,125.348247401416,887.10143770811,0.782297198122833,1.94377715354785,0,1
1,0,747.755248730994,55.6009609068695,804.603378697299,56.8481299663055,99.8463482301856,862.238384677078,0,0,804.603378697299,0,1484.86120875459,0.656473972543608,1.35563431624323,1,1
1,1,750.367662232455,110.863447974431,890.377502989692,140.009840757238,81.2520972716252,732.166432395431,0,1,750.367662232455,110.863447974431,1506.55326658496,0.392015709555708,0.933173068612814,0,1
1,1,561.153230831796,66.2899473519298,643.902007888219,82.748777056423,82.5254556407212,742.692654932578,0,1,561.153230831796,66.2899473519298,1747.22738977692,0.420564609887078,0.956458053342067,1,1
1,1,583.088231205355,115.945267615941,699.033498821296,115.945267615941,96.5988114240082,732.380147113882,1,1,583.088231205355,115.945267615941,2019.47305079305,0.3925994116324,1.4409832669422,1,1
0,0,1508.54225455001,69.8283665661683,1593.95215772818,85.4099031781742,142.737433788779,907.210740168314,1,0,1037.56788461469,0,1037.56788461469,0.729106816733256,1.80284346267581,1,0
1,1,861.573807026853,101.830128884893,963.403935911746,101.830128884893,98.6071021340452,981.021191337027,0,0,861.573807026853,101.830128884893,2389.19328641392,0.840848658718169,1.12962897052057,0,0
1,0,1413.57233005702,85.1770610288672,1498.74939108588,85.1770610288672,102.465277563351,1063.6182698542,0,0,1498.74939108588,0,1503.95663196687,0.956331195135135,1.14208209055942,1,0
1,1,693.418348618856,62.5565735320732,767.816752137076,74.3984035182194,84.4297475798481,735.018859442639,0,1,693.418348618856,62.5565735320732,2532.84369068321,0.399792315978557,1.0532736806199,0,1
1,1,524.89595961952,102.174475111249,627.070434730769,102.174475111249,106.791531622747,915.49838685442,1,0,524.89595961952,102.174475111249,1704.65453461939,0.742098002964631,1.43531153821386,1,1
